,text,label,predicted_label,match,confidence
2886,PBBM may plano sa Valentine’s Day,14,14,True,0.5354856
2887,"PNP babantayan BSKE, 48 private armed group bubuwagin",7,7,True,0.607607
2888,Itinulak sa Kamara de Representantes ang panukala na naglalayong palakasin ang Subic Bay Metropolitan Authority (SBMA) upang lumaki ang kinikita nito na pakikinabangan ng mga lokal na pamahalaan at national government.,0,12,False,0.56206715
2889,Bumaba ng 6.37% ang krimen sa bansa sa unang anim na buwan ng liderato ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr.,6,6,True,0.7036724
2890,Apat na detenido ang nakatakas sa  Zamboanga City Police Station noong Sabado ng gabi.,6,6,True,0.86084294
2891,"PH, China kapit-bisig sa agrikultura, enerhiya",13,13,True,0.9564774
2892,"Lima katao ang naiulat na nalunod sa ibat-ibang resort sa Region 4-A (Calabarzon) at Region 4-B (Mimaropa) sa paggunita ng Biyernes Santo, ayon sa ulat ng pulisya nitong Sabado.",8,6,False,0.92619896
2893,Recto: Mala-‘AirTag’ na tracker gamitin vs smuggling,5,6,False,0.79569584
2894,"Baril, bala ni mister nginuso ni `Marites’",6,6,True,0.65219355
2895,Isiniwalat ni Willie Revillame na tinanggihan ni Senador Bong Go ang binibigay niyang P50 milyon kay dating Pangulong Rodrigo ‘Digong’ Duterte sa kasagsagan ng COVID-19 pandemic.,14,12,False,0.73278755
2896,Isang top tourist destination sa lalawigan ng Nueva Ecija ang ipinasara ng mga lokal na opisyal dahil sa paglabag sa iba’t ibang environmental laws.,6,9,False,0.15267867
2897,‘Pinas nasungkit best dive destination award,10,14,False,0.8422966
2898,Regasco LPG may price rollback,0,0,True,0.96258295
2899,2 Pinay tinangkang itakas pa-Dubai ng sindikato,6,6,True,0.9615129
2900,"Inanunsyo ng mga kompanya ng langis ang isasagawang price adjustments sa kanilang produktong petrolyo epektibo ngayong Martes, Marso 7.",0,0,True,0.9689051
2901,18K daily COVID nakaamba sa hubad face mask,8,8,True,0.9713409
2902,"Fil-Am, 2 pang mambabatas, sinibak sa US Congress",12,13,False,0.4891138
2903,"Bagong P1,000 bill kasado na sa mga ATM – BSP",1,5,False,0.8521892
2904,"Nagkaonsehan sa droga, runner tinigok ng katropa",6,14,False,0.4489416
2905,"Muling nagkasundo ang magkalabang kampo sa Sudan ng pitong araw na ceasefire mula ngayong araw, Mayo 4 hanggang 11.",7,13,False,0.7106886
2906,"Disaster officer nag-sideline sa droga, isinelda",6,6,True,0.8762493
2907,1 Pamilya naubos sa sunog,8,6,False,0.581738
2908,"Miyembro ng Tau Gamma Phi, hinataw sa ulo tegi",6,6,True,0.6661595
2909,"Navotas LGU bumida sa DOH, DSWD",10,8,False,0.96185017
2910,"Balik biyahe na sa Lunes (Abril 10) ang operasyon ng Philippine National Railways (PNR), Light Rail Transit- Line 1 at Line 2 (LRT-1 at 2), at Metro Rail Transit-Line 3 (MRT-3) matapos ang apat na araw na suspension bilang pakikiisa sa paggunita ng Semana Santa.",9,9,True,0.86837506
2911,Wala ng direktang epekto ang nalusaw na low pressure area (LPA) na nasa loob ng bansa pero patuloy ang banta ng mga pag-ulan bunsod ng aktibong amihan at shearline.,8,9,False,0.89219177
2912,Human barricade nilatag sa Sibuyan Island 2 sugatan,7,6,False,0.94880295
2913,Muling nakaladkad ang pangalan ni suspendidong hepe ng Bureau of Corrections (BuCor) na si Gerald Bantag nang inguso ng kasabwat na preso sa bentahan ng mga kontrabando sa loob ng New Bilibid Prison (NBP).,6,6,True,0.89171505
2914,"Iniutos ng pamahalaang-panlalawigan ng Negros ang paglalatag ng border control sa hanay ng mga lokal na pamahalaan kasunod ng pagkamatay ng higit sa 2,000 baboy dahil sa hog cholera.",8,5,False,0.32224926
2915,Nagpasaklolo si Pangulong Ferdinand ‘Bongbong’ Marcos Jr. sa pribadong sektor kaugnay sa kanyang planong paigtingin ang kampanya ng gobyerno laban sa laganap na smuggling sa bansa.,5,12,False,0.4798064
2916,Nagkasundo ang dalawang magkalabang kampo sa Sudan na magpatupad ng 72-oras na tigil-putukan o ceasefire na opisyal na sinimulan kahapon.,7,13,False,0.6420135
2917,Basta may tiyaga may nilaga. Ginawang makatotohanan ‘yan ng isang nursing graduate na nakapitong kuha ng board exam bago pumasa!,10,3,False,0.37358132
2918,Inirekomenda ni Senate President Juan Miguel Zubiri ang pagtaas sa kontribusyon ng Philippine Health Insurance Corporation (PhilHealth) kapag bumaba na ang inflation o presyo ng mga bilihin at serbisyo sa bansa.,5,5,True,0.37096712
2919,"Chinese, 2 pa nalunod sa Batangas",8,6,False,0.5373003
2920,Humirit ang Trade Union Congress of the Philippines (TUCP) ng emergency wage orders sa regional wage boards at ayuda mula sa gobyerno para matulungan ang mga ordinaryong manggagawa sa gitna ng mataas na presyo ng bilihin.,0,5,False,0.60585237
2921,"Sibuyas pataasan presyo sa bidding Ombudsman tatalupan mga Agri, FTI exec",0,0,True,0.9428285
2922,31 pulis negatibo sa sorpresang drug test,6,6,True,0.94539106
2923,"Shopee nataranta sa ban, BF Homes inareglo",14,5,False,0.5534798
2924,"Bumaba ang COVID-19 positivity rate ng National Capital Region sa 14.3%, ayon sa isang independent research group.",8,8,True,0.9844881
2925,Nais ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. na laliman pa ang imbestigasyon sa pagkamatay ng middleman sa pagpatay sa broadcaster na si Percy Lapid.,6,6,True,0.5671114
2926,Malawi vice president kalaboso sa korapsyon,6,12,False,0.9365021
2927,10 kahon puslit na yosi buking,6,6,True,0.9355839
2928,"El Nido, Boracay swak sa Top 100 beach",14,14,True,0.72643286
2929,BBM nakiisa sa pagdiriwang ng Ramadan,10,2,False,0.38877726
2930,DepEd niretoke ‘Panatang Makabayan’,10,14,False,0.67553276
2931,DOJ ampaw ebidensiya sa 1 kaso ni Teves,6,6,True,0.8770445
2932,"Hindi na nahirapan pa ang mga pulis sa paghahanap sa isang wanted sa Manila makaraang damputin ito sa loob ng istasyon ng pulisya habang kumukuha ng police clearance sa Valenzuela City, kamakalawa.",6,6,True,0.92159635
2933,"‘Pinas, Australia agawan ng korona sa pinakamahal na bottled water",14,13,False,0.9555588
2934,Itinanggi kahapon ng Philippine National Police (PNP) na nasa kustodiya na nila si dating Bureau of Corrections (Bucor) chief Gerald Bantag.,6,6,True,0.96377057
2935,Nawawalang Fil-Am natagpuang patay,6,6,True,0.535598
2936,"Kaso ng rabies sa Region 1, sumisirit",8,8,True,0.9205896
2937,"BI pumiyok, hinaharang sa biyahe karampot lang",1,6,False,0.8976403
2938,"2 Chinese national, Pinay timbog sa P6.8M shabu, tsongke, ecstasy",6,6,True,0.9569303
2939,"Parte ng Navotas, Caloocan, QC walang tubig – Maynilad",1,1,True,0.6864165
2940,Tapos na ang pamamahagi ng Targeted Cash Transfer program para sa mga mahihirap na pamilya sa bansa.,1,9,False,0.40566865
2941,"Kamara isasagad werpa, kita ng mga LGU",1,12,False,0.8460826
2942,Dating vice mayor utusan ng senador,14,12,False,0.42953482
2943,Poe bet isabatas operasyon ng motorcycle taxi,5,5,True,0.6514294
2944,Naghamon ng away timbog sa boga,6,14,False,0.753146
2945,"Arestado ang isang 40-anyos na online seller matapos itong makumpiskahan ng umano’y 100 gramo ng shabu sa buy-bust operation nitong Martes sa Bacoor City, Cavite.",6,6,True,0.9772455
2946,Magbubukas ng libreng legal aid clinic ang Philippine Embassy sa Singapore para sa mga Overseas Filipino Worker (OFW) sa nasabing bansa.,1,9,False,0.38061103
2947,"May private jet ka naman – PBBM ‘Teves uwi na, walang papatay sa iyo’",12,12,True,0.88573366
2948,Sino raw itong babaeng opisyal ng gobyerno ang palaging nanghihingi ng kickback sa mga proyekto ng ahensiyang kanyang pinagsisilbihan?,6,12,False,0.5542018
2949,7 Tau Gamma swak sa hazing ng Adamson student,6,6,True,0.95912534
2950,"Prank pumalpak, 2 vlogger kinasuhan",6,10,False,0.38866684
2951,Naghatid ng aliw ang TikTok video ng isang netizen na bumibida sa kanilang puno na ‘mangtol’ o mangga at santol na pinagsama.,14,10,False,0.30843404
2952,PBBM ilalarga higit P100B proyekto,1,0,False,0.79650354
2953,P12M imported shabu nasabat,6,6,True,0.8557579
2954,Villafuerte tinukuran BI Modernization bill,5,5,True,0.9384086
2955,"Bakbakan ng militar, NPA tumindi, lagpas 500 residente nagbakwit",7,6,False,0.31609532
2956,"Umaabot sa 279 mula sa mahigit 1,200 scalawag na pulis ang sinibak sa hanay ng Philippine National Police (PNP) sa loob ng nakalipas na anim na buwan sa ilalim ng administrasyon ni Pangulong Ferdinand Marcos Jr. dahil sa pagkakasangkot sa iba’t ibang krimen.",6,6,True,0.41000652
2957,"Nasawi ang isang 10-anyos na batang lalaki habang nailigtas naman ang dalawang batang babaeng pinsan nito mula sa pagkalunod habang naliligo sa ilog sa Candelaria, Quezon Sabado ng umaga.",8,8,True,0.6389559
2958,1 linggong tigil-putukan napagkasunduan sa Sudan,7,14,False,0.35363248
2959,SoKor binati ng Pinas sa `Asean Plus 3’,13,14,False,0.4350524
2960,Viva Señor Nazareno! 100K deboto sumabak sa ‘Walk of Faith’,10,2,False,0.9115413
2961,"Kung dati ay panga­rap lamang para sa isang siyudad, magi­ging totoo na ito sa Antipolo City.",9,14,False,0.24169427
2962,"Patay ang isang titser na lalaki matapos makulong sa nasusunog niyang tirahan sa Macalelon, Quezon nitong Miyerkoles ng gabi.",8,6,False,0.8454669
2963,Amyenda sa agri smuggling law binakbakan,4,5,False,0.53076595
2964,"LPG halos P100 itataas; gasolina P150, krudo P1",0,0,True,0.9738202
2965,"4 lugar sa Visayas, Mindanao sapol ng red tide",8,9,False,0.5309583
2966,"Asahan na ang lalong pagsisikip ng daloy ng trapiko dahil sa ipatutupad na partial road closure sa Lagusnilad vehicular underpass sa Maynila simula bukas, Mayo 2 hanggang sa Setyembre ngayong taon.",9,9,True,0.8454263
2967,E-vehicle industry aangat sa tanggal taripa,0,0,True,0.8278099
2968,Maagang nagpaabot ng mensahe para sa nalalapit na kapaskuhan at Bagong Taon si Vice President Sara Duterte.,14,12,False,0.9506451
2969,Mariiing itinanggi ng Malacañang nitong Sabado ang ulat na nagbitiw na sa kanyang puwesto si Executive Secretary Lucas Bersamin.,12,12,True,0.94763315
2970,Tinadtad ng kasong murder si Negros Oriental Rep. Arnolfo “Arnie” Teves kaugnay ng mga patayan sa lalawigan noong 2019.,6,6,True,0.9227744
2971,"Dahil sa pagtaas ng kaso ng mental health issue sa mga mag-aaral na Pilipino, itinutulak ni Senador Jinggoy Ejercito Estrada ang pagkakaroon ng mental health offices (MHOs) sa mga campus ng lahat ng state universities and colleges (SUC).",5,8,False,0.8727958
2972,Epektibo na ang isang linggong gun ban sa Iloilo para sa pagdiriwang ng Dinagyang Festival na nagsimula kahapon.Kasabay nito’y umapela sa publiko si Police Regional Office (PRO) 6 director PBGen. Leo Francisco na sumunod sa patakaran para maiwasan ang karahasan at malubos ang kasiyahan sa unang pisikal na selebrasyon ng pista matapos ang dalawang taong kanselasyon nito dahil sa pandemya.,7,5,False,0.31820795
2973,Bibisita sa Pilipinas ngayong buwan si United States Vice President Kamala Harris para sa tatlong araw na state visit.,13,13,True,0.97184485
2974,12 lugar sa Luzon sumirit COVID hawaan,8,8,True,0.9388297
2975,Lumago ang pautang ng mga bangko sa consumers nitong Setyembre kahit pa nagmahal ang interest rates.,0,0,True,0.90556765
2976,"Pinangalanan ng analytics team ng RP- Mission and Development Foundation Inc. (RPMD) ang “top performing officials” sa bansa mula sa 148 City Mayors, 253 District Representatives, at 81 Governors sa pamamagitan komprehensibong istatistikal na pananaliksik kasunod ng paglalathala ng top national at cabinet officials.",11,12,False,0.5347312
2977,"Gasolina, kerosene may higit 1 taas presyo, diesel nakabitin",0,0,True,0.9561478
2978,"Sugatan ang 11 pulis matapos ang naganap na aksidente sa sinasakyan nilang patrol vehicle kamakalawa sa Purok 2, Barangay Caningay, Candoni, Negros Occidental.",8,6,False,0.8613923
2979,"Handog ni Marcos: Pabahay sa mga pulis, sundalo ‘niluluto’",1,12,False,0.6625561
2980,"Fire station lockdown, pasyenteng tinulungan positibo sa COVID-19",8,8,True,0.98119223
2981,Frontliners sa food production kailangan ng tulong para mapakain ang bansa,1,1,True,0.73603517
2982,Tila ganito ang nais ipahiwatig ng Pinay beauty queen na si Maureen Montagne nang tanggihan niya ang titulong Miss Eco International 2019 makaraang matanggalan ng korona si Suheyn Cipriani ng Peru na naiulat na nagdadalang-tao.,14,14,True,0.6978982
2983,APAT na exotic pets ang kinumpiska ng Department of Environment and Natural Resources sa isang subdivision sa Antipolo City noong Martes.,6,8,False,0.46384084
2984,Sa hotel na ito na malapit sa Schiphol Airport sa Amsterdam dinadala ang mga mga pasaherong galing sa South Africa para sa i-quarantine. (Reuters),1,8,False,0.6050197
2985,SINAGOT ni human rights lawyer Chel Diokno ang batikos sa kanya ni Pangulong Duterte Biyernes ng gabi.,12,6,False,0.61613345
2986,MMDA naglaan 16 bus stop sa EDSA,1,9,False,0.60950065
2987,"UMAPELA si Senior Citizens Rep. Francisco Datol Jr., na payagan ang mga laundry shop na magbukas habang ipinatutupad ang Enhanced Community Quarantine.",1,5,False,0.7309194
2988,"NAGBANTA si Pangulong Duterte sa mga lokal na pamahalaan na hindi tatanggapin ang mga Overseas Filipino Workers matapos naman niyang bigyan ng isang linggo palugit ang mga kaukulang ahensiya ng gobyerno na mapauwi sa kani-kanilang probinsya ang 24,000 stranded na OFWs.",7,5,False,0.45003334
2989,SINAGOT ng GMA Network ang naging statement ng kampo ng presidential aspirant Ferdinand “Bongbong” Marcos laban sa broadcast journalist na si Jessica Soho.,14,12,False,0.8652344
2990,Meralco ‘big winner’ sa quarantine- lady solon,12,12,True,0.86810565
2991,NADAGDAGAN ang sama ng panahon na kasalukuyang binabantayan ng weather bureau PAGASA.,8,9,False,0.4854757
2992,Walang trabaho darami,0,9,False,0.37873074
2993,PSA: Inflation rate noong Mayo bumagal,0,0,True,0.9325889
2994,ARESTADO ang isang lalaki na nanuntok umano ng food delivery man at naglabas ng baril sa isang condominium building sa Quezon City kahapon.,6,6,True,0.89569765
2995,Socmed influencer FLM hindi aatras sa pagtakbong senador; mga tagasuporta nag-grand caravan sa Metro Manila,12,6,False,0.76648444
2996,"Umakyat na sa 15 ang bilang ng mga nasawi sa magkasunod na pagsabog sa Jolo, Sulu.",8,8,True,0.8144732
2997,POSIBLENG mas marami umano kaysa sa inaasahan ang mga estudyante na umalis sa pribadong elementary at high school.,1,10,False,0.7120637
2998,"Ayon sa Philippine Institute of Volcanology and Seismology ang epicenter ng lindol ay siyam na kilometro sa kanluran ng Taft, Eastern Samar.",8,9,False,0.77403
2999,P1M shabu nasamsam sa 2 drug suspects,6,6,True,0.95300335
3000,"Bagyong Auring humina, Signal No. 1 nakataas sa ilang lugar",8,9,False,0.46849877
3001,SWAK sa selda ang anim na lalaki na lumabag umano sa curfew sa Quezon City kaninang umaga.,6,6,True,0.9201865
3002,3  mayor sa Zambo del Sur lumipat sa Lakas-CMD,12,6,False,0.49108684
3003,MAY babala sa publiko ang Land Transportation Franchising and Regulatory Board (LTFRB).,1,5,False,0.7377995
3004,UMAKYAT sa 17.7 porsyento ang bilang ng mga walang trabaho sa bansa.,11,1,False,0.7152753
3005,ARESTADO ang dalawang lalaki na nakuhanan umano ng mahigit P1 milyong halaga ng shabu sa operasyon ng Quezon City Police District kahapon.,6,6,True,0.96873045
3006,IKINATUWA ni House Deputy Speaker at CIBAC Rep. Eddie Villanueva ang desisyon ng Korte Suprema na nagbabawal sa legalisasyon ng same sex marriage sa bansa.,4,5,False,0.54096603
3007,ARESTADO ang 56 Chinese nationals sa isa umanong ilegal na Philippine Offshore Gaming Operators sa Makati City kahapon.,6,6,True,0.9771966
3008,"Mahigit 120,000 pang OFWs naghihintay ng kanilang repatriation",1,9,False,0.7169055
3009,Child marriage ibabawal,3,14,False,0.8226556
3010,INIHAYAG ng Palasyo na inaprubahan na ni Pangulong Duterte ang rekomendasyon na magpatupad ng temporary ban sa lahat ng Chinese national mula sa mainland China at Special Administrative Regions nito na kinabibilangan ng Hong Kong at Macau.,7,5,False,0.52799714
3011,"SA kabila ng mga pagtutol, inaprubahan ng Kamara de Representantes sa ikalawang pagbasa kagabi ang anti-terrorism bill na magpapalakas umano sa Human Security Act of 2007.",7,5,False,0.9054048
3012,UMAKYAT na sa 868 ang bilang ng mga Overseas Filipino Workers na nahawa ng coronavirus disease 2019.,8,8,True,0.7044416
3013,Stranded na OFWs payagan nang umuwi,3,9,False,0.45821425
3014,Sama-samang pagdarasal ng mga Muslim ngayong Ramadan bawal,4,2,False,0.47094342
3015,Cebu White Sand sa Manila Bay mas makasasama sa kapaligiran,8,14,False,0.30129942
3016,"Pagkakaroon ng unified curfew hours, pinagkasunduan ng Metro Manila mayors",5,5,True,0.46895045
3017,"DALAWANG Low Pressure Area (LPA) ang kasalukuyang binabantayan ng Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",8,9,False,0.65851957
3018,"Naglabas na ng abiso si Supreme Court Associate Justice Marvic Leonen, ang chairperson ng 2020 /21 Bar Examinations, para sa paglipat ng petsa ng eksaminasyon sa mga nais maging abogado.",4,5,False,0.5210122
3019,"Bago ikasa ang vaccine rollout sa bansa, 61 porsiyento ng mga Pilipino ang may pag-aalala pa rin sa Covid-19 vaccines.",11,8,False,0.4927609
3020,0.2 % GDP naitala sa unang bahagi ng 2020,0,0,True,0.96110785
3021,"Barangay tanod  nandaya ng SAC,  timbog",6,14,False,0.42485628
3022,Community service parusa sa social distancing violators,6,3,False,0.5483075
3023,Roque: NCR handa na sa GCQ,1,12,False,0.95063674
3024,ITINAAS sa Alert Level 2 ang Taal Volcano sa Batangas matapos itong sumabog ngayong araw.,8,8,True,0.8985435
3025,"Panawagan ni Archbishop Arguelles na huwag magsuot ng face mask, sinupalpal ng Palasyo",2,2,True,0.9531757
3026,NASAWI ang isang dating barangay tanod na pinagbabaril kagabi sa Quezon City.,6,6,True,0.6622024
3027,MAAARI umanong mapanagot ang Manila Electric Company kung hindi nito maipapaliwanag nang maayos ang biglaang pagtaas ng bayarin ng mga kustomer nito.,6,0,False,0.8689869
3028,INARESTO si dating Sen. Jinggoy Estrada ng pulisya sa San Juan dahil sa paglabag umano sa quarantine protocol habang namimigay ng pagkain kanina.,6,6,True,0.9728512
3029,Cagayan niyanig ng magnitude 5.4 lindol,8,9,False,0.7065804
3030,2 covid-19 positive sa SJDM stable ang kalagayan,8,8,True,0.97839737
3031,PINAIGTING na ng Land Transportation Office (LTO) ang kampanya laban sa “overloading vehicles.”,6,5,False,0.7724089
3032,"NANANAWAGAN si Sen. Bong Go sa Department of Labor and Employment (DOLE), Department of Trade and Industry (DTI) at iba pang ahensya na magtulungan para mabigyan ng pagkakakitaan ang mga nawalan ng trabaho dahil sa Covid-19 pandemic.",5,5,True,0.42237788
3033,"NADAKIP  ang isang dating modelo ng sikat na men’s magazine nang mahuli umanong nagbebenta ng iligal na droga, sa buy-bust operation sa Taytay, Rizal, Miyerkules ng hapon.",6,6,True,0.97319794
3034,"PITONG pulis ang patay, habang 22 ang naitalang sugatan matapos maaksidente ang isang truck at dalawang van.",8,6,False,0.7198615
3035,Global emergency idineklara ng WHO dahil sa NCoV,8,8,True,0.95646864
3036,P10M natupok sa sunog,8,6,False,0.41017935
3037,"Magkaangkas na walang helmet, nahulihan ng shabu",6,8,False,0.33255717
3038,SINALAKAY ng otoridad ang kahon-kahong Chinese medicine at medical supplies na nakatago umano sa ginagawang gusali sa Parañaque City kanina.,6,6,True,0.9304844
3039,PhilHealth: Walang nasirang dokumento dahil sa tumutulong bubong,1,6,False,0.4020211
3040,NASAWI ang lalaki na naka-detain sa Sta. Ana Police Station sa Maynila habang naliligo noong umaga ng Miyerkules Santo.,6,6,True,0.9563398
3041,INAPRUBAHAN na ng Kamara de Representantes sa ikatlo at huling pagbasa ang panukala na dagdagan ng dalawa ang distrito ang lalawigan ng Rizal.,5,5,True,0.6774001
3042,HAWAK ngayon ng mga otoridad ang 15-anyos na binatilyong inireklamo para sa umano’y paghalay sa 6-anyos na kapitbahay sa Pasay City.,6,4,False,0.5628159
3043,NAGBABALA ang Philippine Ports Authority na mag-shutdown ang operasyon nito kung hindi kukunin ng mga may-ari at consignee ang kanilang mga dumating na kargamento.,1,7,False,0.83667666
3044,Mayor ng Los Baños binaril at napatay sa loob ng munisipyo,6,6,True,0.6780614
3045,Tubig ng 7 dam lalo pang kumonti,1,9,False,0.47219014
3046,"Kaso ng COVID-19 sa Pilipinas, umabot na sa 393,961 na",8,8,True,0.96095306
3047,Pinay domestic worker sa Dubai patay sa coronavirus – Bello,8,8,True,0.64599806
3048,NADAGDAGAN ng anim ang bilang ng mga Overseas Filipino Workers na nahawa ng coronavirus disease 2019.,8,8,True,0.8374892
3049,Palasyo tiniyak ang patas na imbestigasyon sa pagkamatay ng retiradong sundalo,6,6,True,0.82158893
3050,Walang helmet at lisensya pero may shabu,6,7,False,0.47163567
3051,"Quarantine pass, company ID kailangan sa mga establisyimento sa QC",1,5,False,0.6127125
3052,Lasing namaril,6,14,False,0.61071765
3053,"Repatriated Overseas Filipinos, umabot na sa 164,368",1,1,True,0.789419
3054,Pag-alis sa 2 ex-PMA official sa kakasuhan kaugnay ng Dormitorio case dapat pag-aralan,6,6,True,0.9423309
3055,"WALA pa umanong point-of-care test kit o rapid test kit para sa coronavirus disease 2019, ito ang paalala ng Food and Drug Administration.",1,8,False,0.9309639
3056,82 barangay sa Quezon City meron nang isolation facilities,1,1,True,0.8448718
3057,NAGLABAS na ng ilang panuntunan ang Department of Social Welfare and Development (DSWD) kung paano magbebenepisyo sa social amelioration package na inaalok ng pamahalaan bilang pagtugon sa mga apektado ng   quarantine sa buong Luzon.,5,5,True,0.4128839
3058,"TODO-tanggi ang opisyal ng ospital sa Nueva Ecija na itinaboy nila ang matandang pasyente, na namatay sa kanyang bahay noong Abril 10.",8,6,False,0.92351043
3059,"SA mga lugar na walang internet, printed materials, telebisyon at radyo ang gagamitin ng Department of Education para makapag-aral ang mga estudyante na hindi papayagang pumasok sa paaralan.",1,9,False,0.54651093
3060,‘Teacher na nagbanta vs Du30 palayain’,4,6,False,0.55597204
3061,"Nahawa ng COVID dahil sa katigasan ng ulo, hindi dapat sagutin ng PhilHealth",2,8,False,0.9775973
3062,Nagpakalat na ang Philippine National Police ng COVID-19 protocol officers sa Batangas at mga katabing lugar.,8,7,False,0.5324042
3063,ISANG staff sa Kamara de Representantes ang nagpositibo sa coronavirus disease 2019.,8,8,True,0.9725988
3064,Nakapaloob sa Bayanihan to Recover as One Act na pinirmahan ni Pangulong Duterte ay ang pag-aalok dapat ng  ng ‘three gives’ sa mga konsyumer.,5,5,True,0.93890655
3065,ARESTADO ang isang lalaki na nagsuot ng uniporme ng pulis na hiniram niya sa isang nagretiro sa serbisyo para makadaan sa checkpoint sa Quezon City kahapon.,6,6,True,0.89821196
3066,ALL set na ang walong “official entries” para sa “Metro Manila Film Festival” ngayong taon!,14,10,False,0.48477587
3067,Patuloy na binabantayan ng PAGASA ang Typhoon Julian sa loob ng Philippine Area of Responsibility (PAR).,8,7,False,0.7767196
3068,"Paggawa sa build, build, build projects payagan na",1,1,True,0.55017704
3069,"Global death toll ng COVID-19, sumampa na sa 800,000",8,8,True,0.9702524
3070,"Bagets nagbirong may Covid-19, kakasuhan",6,8,False,0.9727826
3071,DA nagbabala sa posibleng shortage ng baboy,1,1,True,0.8830095
3072,ARESTADO ang walo katao at nasamsam ang P19 milyong halaga ng shabu sa Caloocan City kagabi.,6,6,True,0.9696294
3073,INIREKOMENDA ni  on ways and means chairman Joey Salceda ang pagbibigay ng P45 bilyong subsidy sa mga maliliit na negosyante para maiwasan na magtanggal ang mga ito ng empleyado matapos ang Enhanced Community Quarantine.,5,5,True,0.761044
3074,"Dine in, sine, misa, mass gathering bawal pa rin sa GCQ-Roque",5,1,False,0.23194605
3075,NAKATANGGAP ng mura at pang-iinsulto si Makati Mayor Abby Binay sa isang netizen matapos hindi magsuspinde ng klase noong Martes kaugnay ng ashfall na dulot ng pagsabog ng Bulkang Taal.,9,12,False,0.8568404
3076,7 huli sa drug raid,6,6,True,0.9159121
3077,Galit na resbak ni Pialago sa bashers ng white sand: Bakit nong madumi ang Manila Bay wala kayong pake,10,12,False,0.57739174
3078,"2020 SONA ni Pangulong Duterte, sa Batasan pa rin isasagawa",12,5,False,0.62541986
3079,INILARGA sa Senado ang panukala na ipagbawal ang pakikipagkamay upang hindi kumakalat ang coronavirus disease 2019 (Covid-19).,5,8,False,0.66946864
3080,2-week extension ng lockdown suportado ng mayorya- Panelo,11,5,False,0.3350222
3081,"Pangulong Duterte, may naitabing budget para bakuna vs COVID-19",1,1,True,0.527013
3082,1.124M AstraZeneca doses na donasyon ng Japan sa Pilipinas dumating,13,13,True,0.84883094
3083,QC nakatanggap ng donasyong rapid test kits,1,1,True,0.8251013
3084,"Bagsik ni ‘Neneng’ ramdam pa rin sa Pinas, ilang klase sa Northern Luzon suspendido",8,6,False,0.28743455
3085,Negative interest loans para sa MSMEs kapalit nang hindi pagtanggal ng empleyado isinulong,0,0,True,0.77615386
3086,"Lalaking ayaw balikan ng GF, nagpakalat ng kanilang sex video",6,9,False,0.58493227
3087,Sang-ayon si Interior Secretary Eduardo Año sa mga desisyon ng ilang lokal na pamahalaan na ipasara ang lahat ng mga pribado at pampublikong libingan sa panahon ng Todos los Santos ngayon taon dahil sa pandemiya.,8,5,False,0.58083487
3088,"SIYAM katao, kabilang ang ilang bata, ang pinagdadampot sa Brgy. Tangke, Talisay City dahil sa pagsali at panonood ng boksing sa dalampasigan na paglabag sa  quarantine (ECQ).",6,6,True,0.71465445
3089,HINDI bababa sa labindalawa ang naiulat na nalunod sa magkakaibang insidente nitong Holy Week.,8,9,False,0.29232997
3090,KULUNGAN ang binagsakan ng lalaking residente ng Valenzuela City makaraang siya at kanyang live-in partner ay mag-claim ng ayuda mula sa Department of Social Welfare and Development (DSWD).,6,9,False,0.9190563
3091,Nadagdagan pa ang bilang ng kumpirmadong kaso ng coronavirus disease o COVID-19 sa Philippine National Police (PNP).,8,8,True,0.94675213
3092,"Viral ngayon sa social media ang video ng pamamaril ng isang pulis sa mag-ina sa Paniqui, Tarlac.",6,6,True,0.53261185
3093,Pagkuha ng PNP travel pass hindi na kailangan,5,5,True,0.33728096
3094,INANUNSYO ng lokal na pamahalaan ng Maynila na isasara nila ang bahagi ng kalsada ng Roxas Boulevard na dumadaan sa Rizal Park sa December 30.,9,9,True,0.44141093
3095,Nagparating ng pasasalamat ang Pilipinas sa gobyerno ng  United Arab Emirates (UAE) dahil sa ipinaabot na tulong para sa mga nasalanta ng Bagyong Rolly.,13,13,True,0.971769
3096,"Bilang ng pamilyang naayudahan sa 2nd tranche ng SAP, nadagdagan pa",1,9,False,0.74522376
3097,NAKALABAS na ang lalaki na pinagpapalo at ikinulong dahil hindi sumunod sa Enhanced Community Quarantine sa Quezon City.,6,3,False,0.52576894
3098,NASA ‘stable condition’ umano ang dalawang residente ng San Jose del Monte City na nahawa ng coronavirus disease 2019.,8,8,True,0.96815926
3099,Magnitude 5.2 lindol yumanig sa DavOcc,8,9,False,0.6128568
3100,MATATAPOS umano sa loob ng 10 araw ang pag-convert sa tatlong public building na gagamitin bilang health facilities kung saan dadalhin ang mga patients under investigation at patients under monitoring.,1,8,False,0.6343585
3101,"P8.45-B pondo ng DAR sa 2021, inaprubahan na ng Senado",5,0,False,0.76702815
3102,PSG tiniyak ang kaligtasan ni Duterte sa harap ng mga banta sa kanyang buhay,7,7,True,0.44149715
3103,PATULOY na nananalasa ang bagyong Paeng sa ating bansa at kasalukuyan na itong nagbabadyang lumapit sa Metro Manila.,8,9,False,0.6518155
