text,gold_label,chatgpt_label,match
4 na rehiyon nasa ilalim na ng ‘State of Calamity’ dahil sa bagyong Paeng,8,8,True
Bubuksan na sa publiko simula sa unang araw ng Hunyo ang heritage tour sa dalawang museo ng Malacañang.,10,10,True
"Muling namiss at hinanap ng netizens ang tinaguriang ""real-life Darna"" na si Angel Locsin matapos gunitain sa opisyal na Facebook page nito ang 18th anniversary ng paglipad nito sa ere bilang Darna noong nasa GMA Network pa ito.""Taas kamay Batang 2000s 🙋🏼‍♀️,"" saad sa caption.""18 years ago, the record-breaking and phenomenal TV adaptation of Mars Ravelo’s Darna starring the Philippines Action-Drama Queen, Angel Locsin aired on GMA-7.""""During its entire run, the show garnered an all time high rating of 54.3% according to AGB Nielsen,"" saad pa.",14,14,True
"80 anyos na inaresto ng pulis matapos akusahang nagnakaw ng mangga, nakalaya na",6,6,True
Iniulat ng Commission on Elections (Comelec) nitong Martes na mahigit na sa 1.6 milyon ang mga bagong botante na nagrehistro para sa 2023 Barangay and Sangguniang Kabataan Elections (BSKE).,12,11,False
COVID-19 positivity rate bumagsak sa 5.7 porsyento,8,8,True
"Vice Ganda, nagpaliwanag kung bakit hindi siya kasama sa 'Top Taxpayers'",14,14,True
"Mutual Defense Treaty ng U.S., PH magpapalala lang ng tensyon vs China -- Marcos",13,7,False
"Kris Aquino, kumpiyansang gagaling sa sakit dahil sa kaniyang bagong doktor",14,14,True
"Cayetano sa NTC, OSG: Darating ang araw ng pagtutuos",12,6,False
Mga Fil-Am nurse pinarangalan sa New Jersey,14,10,False
"The idea behind the exhibition is to try to convey the concepts of what is elemental: who or what created and jump-started the universe as we know it, the Big Bang or something else entirely inexplicable. The key is in approximating the unseen.",14,14,True
"DOH, nagbigay ng tulong sa mga naapektuhan ng oil spill sa Mindoro",9,1,False
Bangkay ng nawawalang binata lumutang sa sapa,8,6,False
"KINUMPIRMA ng Department of Health (DOH) ang ikatlong kaso ng novel coronavirus kung saan mula Wuhan, China, bumiyahe ang babaeng Chinese sa Cebu at Bohol.",8,8,True
Patay ang isang 28-anyos na lalaki nang barilin ito ng hindi pa nakikilalang suspek habang nakikipagkuwentuhan sa mga kaibigan niya sa loob ng tindahan ng kanyang kapatid sa Zamboanga City noong Linggo.,6,6,True
6 sugatan sa 5.1-magnitude na lindol sa Leyte,8,8,True
Marcos sasagarin proyekto sa transportasyon,5,1,False
"Niyanig ng magnitude 4.8 na lindol ang probinsya ng Surigao del Norte nitong Martes ng madaling araw, Mayo 30, ayon sa Philippine Institute of Volcanology and Seismology (Phivolcs).",8,8,True
Nilinaw ni Criminal Investigation and Detection Group-National Capital Region (CIDG-NCR) Director Col. Hansel Marantan na hindi siya sinibak dahil sa mga katiwaliang nagsasangkot sa mga pinamumunuang operatiba na nagsagawa ng pagsalakay sa Parañaque City kundi siya ay kusang nagbitiw sa posisyon.,12,6,False
Nagpositibo sa coronavirus ang isang nurse sa California mahigit isang linggo makaraan siyang mabakunahan kontra Covid-19.,8,8,True
Tulfo binudol ng abogado,6,14,False
"VP ng Cornerstone, pinasinungalingan pahayag ng composer laban kay Moira",14,14,True
Karla Estrada sa pagkakaroon ng kaibigan: 'Ang kabutihan ng puso ang tinitingnan ko',14,10,False
"Tutulungan ng pamahalaan ang mga overseas Filipino worker (OFW) na maapektuhan ng ipatutupad na work visa suspension ng Kuwait, ayon sa Department of Foreign Affairs (DFA) nitong Sabado.",9,13,False
Nag-donate ang Department of Health (DOH) - Ilocos Region ng siyam na land ambulances sa lalawigan ng Pangasinan upang magbigay ng emergency care at transportation sa mga may sakit o nasugatang pasyente doon.,8,8,True
UMABOT sa P8 milyon ang gastos sa ospital ni dating Sen. Heherson Alvarez na mahigit isang buwan na na-confine bago pumanaw sa coronavirus disease 2019 Lunes.,14,0,False
INAAYOS na ng Department of Education ang pagpapalabas ng 2018 Performance-Based Bonus at clothing allowance ng mga guro sa pampublikong paaralan.,1,1,True
"Pagpapawalang-sala ng CTA kay Maria Ressa, Rappler, ipinagbunyi ng NUJP",4,4,True
"Bagama’t may milagro sa kontrobersyal na drug raid sa Maynila noong Oktubre 2022, hindi naman umano ‘guilty’ ang 49 pulis na sangkot sa P6.7 bilyong shabu cover-up.",6,6,True
"Umakyat ng bundok o mountain hiking ang celebrities-TV hosts na sina Alex Gonzaga at Melai Cantiveros, subalit magkaibang bundok at lugar nga lamang.",14,14,True
"Gokongwei at Zobel de Ayala, 'partners' na",14,14,True
NIYANIG ng magnitude 5.0 lindol ang Catanduanes kahapon ng umaga.,8,8,True
"Kinalampag ni ACT Teachers Party-list Rep. France Castro sa liderato ng Kamara na madaliin ang pagpapatibay ng House Bill 4383 o ang Teaching Supplies Act (TSA) na kanyang inihain na layong bigyan ng P10,000 dagdag ang supplies allowance ng mga guro.",5,5,True
"Taguig bitaw suporta sa PDEA, Binawi opisina",12,12,True
Naglaan ng tig-P750 milyon ang Kongreso sa apat na specialty hospital upang makapagtayo ang mga ito ng kanilang 20 palapag na gusali.,1,1,True
"Japanese fugitive na may kasong robbery, extortion timbog sa Iloilo",6,6,True
Walwalan sa Pista ni Sto. Nino hinarang ng liquor ban,6,10,False
"#PampaGoodVibes: Asong ‘f na f’ magpagupit kay fur parent, kinaaliwan!",14,14,True
Anak ni dating Sec Tugade bagong MIAA GM,12,12,True
Iginiit ng grupo ng magsasaka sa Department of Agriculture (DA) na umangkat na ng sibuyas dahil sa nalalapit na pagkaubos ng stocks sa Hunyo.,1,1,True
"LUCENA CITY, Quezon -- Patay sa saksak ang isang 60-anyos na ginang nang saksakin umano ng kaniyang mister matapos ang mainitang pagtatalo dahil umano sa bisyo at problemang pinansyal noong Linggo ng gabi, Abril 2, sa Purok Sampaguita 1 Bel-Air, Barangay 10 sa lungsod na ito.Inaresto ng barangay tanong ang suspek na kinilalang si Nestor Paraiso, 61, at itinurn-over sa Lucena City Police.Kinilala naman ang biktima na si Irenia.",6,6,True
"Kinaaliwan ng mga netizen ang paandar ni Kapuso star Heart Evangelista matapos siyang mamataang may bitbit na paso ng mga halaman, habang naglalakad sa kalsada ng Paris, France.",14,14,True
Hawak na ng mga awtoridad ang helicopter na umano’y pagmamay-ari ni Negros Oriental Rep. Arnolfo “Arnie” Teves na pinaniniwalaang ginamit sa pagtakas ng mga suspek sa pagpatay kay Governor Roel Degamo noong Marso 4.,6,6,True
MAAARI pa ring magpatupad ng alternative working arrangement ang mga ahensya ng gobyerno kapag ipinatupad na ang General Community Quarantine sa iba’t ibang lugar gaya ng National Capital Region.,5,5,True
TARGET ng gobyerno na maitaas sa 78 ang bilang ng mga laboratoryo ngayong buwan upang tumaas ang testing capacity ng bansa sa coronavirus disease 2019.,8,1,False
"Pumirma ng memorandum of agreement (MOA) ang Parañaque City government nitong Biyernes, Abril 21 sa PLDT  para sa internet access at connection sa mga public hospital ng lungsod.Pinirmahan ni Mayor Eric Olivarez ang MOA kasama si 1st District Rep. Edwin Olivarez, Ospital ng Parañaque I (OsPar-1) Director Dr. Jefferson Pagsisihan, at PLDT Enterprise Business Head of LGU Relations Vincent Rodriguez.Ang MOA ay pinirmahan matapos ang inagurasyon ng dialysis unit sa OsPar-1. Ito ay magbibigay-daan sa lokal na pamahalaan na mag-set up ng internet connections sa dialysis unit ng OsPar-1 na malayang ma-access ng mga pasyente, ayon kay Olivarez.Dagdag pa ng alkalde, na ang isang parehong MOA ang nilagdaan ng pamahalaang lungsod noong Pebrero 10 kasama ang PLDT at OsPar-2 Director na si Dr. Patrick Cruz para sa internet access sa kanilang ospital.",8,1,False
4 na Central Luzon areas nagtala ng pinakamataas na bagong kaso ng COVID-19,8,8,True
"Iniimbentaryo ng isang kilalang supermarket kung magkano ang halaga na cash na natangay matapos holdapin ng dalawang kalalakihan sa Bacoor City, Cavite Lunes nang hapon.",6,6,True
"NAGSANIB puwersa ang GCash at Sendwave, isang bagong “fee-free money transfer apps” o “libreng pera padala” para sa mga Filipino sa abroad.",14,0,False
"P300M pekeng sabon, shampoo nasamsam sa Bulacan",6,6,True
"Estudyanteng nagtitinda sa paaralan pantulong sa mga magulang na may kapansanan, kinabiliban",14,9,False
Sino raw itong Cabinet secretary ang inindiyan ng provincial governor nang bumisita ito sa kanyang lalawigan kamakailan?,12,12,True
"Sinuspindi ngMalacañangang pasok sa government offices sa Abril 5, 2023 upang mabigyan ng sapat na panahon ang mga kawani ng gobyerno na makauwi sa kani-kanilang probinsya ngayong Semana Santa.",9,9,True
"Dalawang Chinese national at kasabwat umano nilang Pinay ang dinakip ng mga awtoridad matapos makumpiskahan ng higit sa P6 milyon halaga ng hinihinalang shabu, marijuana at ecstasy sa ikinasang buy bust operation sa Bonifacio Global City sa Taguig City nitong Lunes.Inilatag ng Regional Drug Enforcement Unit (RDEU), Taguig at Pasay police ang buy-bust operation sa parking lot sa The Fort Strip sa 26th st., sa kanto ng 7th Avenue, Barangay Fort Bonifacio, Taguig City bandang alas 10:30 ng gabi laban sa mga suspek na sina Kun Yang, 26 anyos at Yang Tao, 29 anyos na kapwa miyembro umano ng Yang Drug Group na nago-operate sa mga lungsod ng Taguig, Muntinlupa, Pasig at Pasay.Sa ulat, pinamumunuan ng isang ‘Lao Fan’ ang nasabing grupo.Kasamang nadakip sa operasyon ang Pinay na si Faith Suñiga, 18 anyos.Inaresto ang mga ito matapos makaiskor sa kanila ang poseur buyer ng isang kilo ng habu na nakalagay sa dilaw at berdeng plastic bag gamit ang  P1.2 milyong boodle money.Kabilang din sa nakumpiska sa mga suspek ang isang plastic sachet na naglalaman ng 9.5 gramo ng pinatuyong dahon ng marijuana, 62 tableta ng ecstasy at 38 piraso ng hinihinalang Chinese Magoo/Magu na abot sa P6.8 milyon ang halaga.Kinumpiska rin ng mga awtoridad ang dalawang sasakyan ng mga suspek na silver gray Mitsubishi Montero na may plakang NAP-4683 at silver gray Mitsubishi mirage na may conduction sticker Y1 U357 na ginamit sa pakikipag-transaksyon sa mga pulis.Nasa kustodiya na ng RDEU-NCRPO ang mga suspek habang inihahanda ang kasong paglabag sa Republic Act 9165 o Dangerous Drugs Act of 2002.(Betchai Julian)",6,6,True
Pinag-iingat ng Office of the Provincial Agriculturist (OPA) ng Nueva Ecija ang mga magsasaka laban sa mga peste na karaniwang umaatake sa ganitong panahon.,8,8,True
Inulan ng paghanga mula sa mga netizen ang estudyante na ito sa Tuguegarao na ibinida ang kanyang talento sa pag-awit ng iconic song ng Gun N’ Roses.,14,14,True
"Umuwing masaya ang anim na mangingisda sa Puerto Princesa, Palawan, matapos silang makahuli ng dambuhalang blue marlin na may timbang na tinatayang 300 kilos.",14,14,True
Arestado ang isang babaeng Indonesian na hinihinalang suicide bomber sa magkasanib pwersang operasyon ng Joint Task Force Sulu sa bayan ng Jolo.,6,7,False
"Hindi pa lusot siCriminal Investigation and Detection Group-National Capital Region (CIDG-NCR) chief, Col. Hansel Marantan at 12 na tauhang pulis sa alegasyong pangongotong sa 13 na Chinese na nauna nang inaresto sa pagsusugal sa Parañaque.",6,6,True
Itinulak ni National Unity Party President at Camarines Sur Rep. LRay Villafuerte ang pagbuhay sa Masagana 99 program na ipinatupad noong panahon ni dating Pangulong Ferdinand Marcos Sr.,5,5,True
Philippine Arena gagawing quarantine facility,8,1,False
Inihirit ni Senator Raffy Tulfo ang pagkakaroon ng dagdag na suweldo sa mga manggagawa kung saan itinakda na ang unang pagdinig nito sa Mayo 10 ngayong taon.,5,12,False
COVID-19 sa PH umakyat na sa 52,8,8,True
IPINAALALA ng Department of Interior and Local Government na bawal ang donasyon ng infant milk formula.,8,5,False
"Mula sa orihinal na P250 milyong inisyal na pondo, bumaba sa P150 bilyon ang posibleng paunang pondo ng Maharlika Wealth Fund (MWF).",1,1,True
Higit 1M naging suki ng mga Kadiwa center,9,9,True
"Idineklara ni Pangulong Ferdinand “Bongbong” ang Abril 21, 2023 bilang regular holiday dahil sa Eid’l Fitr o ang Pista ng Ramadan.",9,10,False
"Dahil dito, hindi rin nakakapasok sa kanyang klase si Olesya Krivtsova sa Northern Federal University sa Arkhangelsk sa Northwestern Russia dahil namo-monitor ng pulisya ang kanyang galaw mula sa electronic tag na nakakabit sa kanyang binti.",6,6,True
"Maynila, magsasagawa ng ‘Mega Job Fair’ sa Biyernes; publiko, inaanyayahan ni Lacuna na dumalo",9,9,True
"Sinabi ni PNP chief General Rodolfo Azurin Jr., na umaasa siyang tutugon sa Resign Call ni Department of the Interior and Local Government (DILG) Secretary Benhur Abalos ang nalalabi pang mga opisyal bago o pagsapit ng deadline para sa paghahain ng kanilangcourtesy resignation sa Enero 31.",12,6,False
"Napa-wow ang mga netizen sa mga litrato ni ""Kurdapya"" star Yassi Pressman matapos niyang i-flex ang kaniyang kaseksihan sa Instagram account nitong Miyerkules, Marso 15.'Swimsuit in orange"" ang peg ni Yassi na kauna-unahang beses na sasabak sa isang sitcom sa TV-5.Inanyayahan naman niya ang fans at followers na suportahan ang bagong show tuwing Sabado, 6:00 ng gabi.""Imagine if there was 2 of me 💭👯,"": ani Yassi.",14,14,True
"INANUNSYO ng National Capital Region Police Office (NCRPO) na magde-deploy sila ng 1,369 police officers upang magbantay ngayong darating na pagdiriwang ng Bagong Taon.",7,7,True
KALABOSO ang 27-anyos na lalaki na wanted umano sa iligal na pagsasabong sa Quezon City kagabi.,6,6,True
Duda sa pagkamaty ng Bilibid middleman! Sino nag-utos patayin si Percy? – PBBM,6,6,True
Meralco magpapadala ng 45 linemen sa Albay para tumulong sa power restoration,1,1,True
Ginamit ng Philippine Air Force (PAF) ang kanilang Super Huey aircraft para magsagawa ng heli bucket operation sa naganap na sunog sa isang imbakan ng kahoy sa Parañaque City nitong Lunes.,1,1,True
"My girl!' Bea Alonzo, 'inangkin' nang buong-buo ni Dominic Roque",14,14,True
Inciting to sedition isasampa sa guro na nag-offer ng P50M reward para patayin si Digong,6,6,True
AFP may listahan na ng mga sundalo na tuturukan ng Covid-19 vaccine,8,8,True
"SWS: Robredo, Sotto, Cayetano tumaas ang rating",11,11,True
Tsongki sa wallet nabisto estudyante arestado,6,6,True
"Condo, subdivisions di exempted sa quarantine — task force",8,6,False
Umakyat na sa mahigit 16.6 million ang naitatalang kumpirmadong kaso ng COVID-19 sa buong mundo.,8,8,True
"""Sinong gustong magka-ilong pipili ako ng papailungan na top fan ko, #ROSMARLANGMALAKAS,"" mababasa sa kaniyang Facebook noong Friday, January 13.",14,14,True
BREAKING: Duque kunumpirma ang unang kaso ng coronavirus sa PH,8,8,True
"UMAPELA si Cagayan de Oro Rep. Rufus Rodriguez kay Pangulong Duterte na utusan ang Social Security System na ilabas na ang nakabinbing P1,000 dagdag pensyon ng mga retiradong miyembro nito.",5,5,True
Brgy. police patay sa kalabaw,8,6,False
"Dalagita inabuso, kapitbahay kalaboso",6,6,True
"PhilHealth premium hike, pinasususpindi ng 5 kongresista",5,5,True
"Mananatili ang National Capital Region (NCR) at 72 pang lugar sa alert level 1 mula Nobyembre 1-15, ayon kahapon sa Department of Health (DOH).",8,8,True
INIHAYAG ni Pangulong Duterte na hindi niya sisibakin si Philippine National Police (PNP) si National Capital Region Police Office (NCRPO) chief Debold Sinas sa kabila ng alegasyon ng paglabag sa  umiiral na batas na nagbabawal sa mass gathering matapos namang magdaos kamakailan ng birthday party.,6,6,True
"Eh kasi naman, mamang-mama na ang datingan ni Darren no, malayong-malayo na sa bagets na Darren na unang nakilala bilang runner-up sa ""The Voice Kids"" season 1.",14,14,True
Higit 15 milyon na ang CoVid sa buong mundo,8,8,True
"Inaasahang matatanggap ng may 1.8 milyong mga kuwalipikadong kawani ng gobyerno bago mag-Pasko ang ipinangako ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. na one-time Service Recognition Incentive (SRI) na hindi bababa sa P20,000.",9,1,False
Kinontra ng Department of Budget and Management (DBM) ang paniwala at babala ng ilang ekonomista na posibleng makaranas ng recession ang bansa dahil sa epekto sa ekonomiya ng mataas na presyo ng mga bilihin at ang paghina ng piso sa exchange rate ng dolyar.,0,0,True
IPINAALALA ng Quezon City government na may parusang naghihintay sa mga crematorium na tatanggi sa mga namatay sa coronavirus disease 2019.,6,6,True
"Kaso ng COVID-19 cases sa Pilipinas, pumalo na sa higit 300,000",8,8,True
"Mona Alawi, naiyak sa concert ng ENHYPEN",14,14,True
"Mayor, 2 pa sugatan sa ambush",6,6,True
8 OFW nahawa ng COVID-19,8,8,True
"Resto crew na inaalagaan anak ng customer, pinusuan",14,10,False
"Mula sining, puso, at anibersaryo: Mga ganap ngayong buwan ng Pebrero",14,10,False
SINABI ni Presidential Spokeseprson Harry Roque na isasailalim sa new normal o  quarantine (GCQ) ang lahat ng probinsya na hindi sa  quarantine,8,5,False
"SIYAM sa sampo o 91 na porsyento ng mga Pilipino ay sang-ayon sa opsyonal na paggamit ng face mask bilang depensa sa COVID-19, ayon sa survey ng Social Weather Stations (SWS) .",11,11,True
Lasing kinatay ang panganay,6,6,True
"Naningil sa paupa, magdyowa tinarakan ng tenant",6,6,True
"Charles & Keith girl' Zoe Gabriel, nakipag-collab na rin sa isang airline",14,14,True
"Viral ngayon ang video ng isang elementary teacher sa isang pampublikong paaralan sa Placer, Masbate matapos niyang kalmahin at protektahan ang mga mag-aaral na nabigla at natakot sa sagupaan ng mga militar at rebeldeng grupo malapit sa kanilang paaralan.Ayon kay Ma'am Athena Suan ng Locso-an Elementary School, sa halip na mas mangunang matakot ay nagpakatatag siya at sinabihan ang mga mag-aaral na dumapa sa sahig ng silid-aralan, dahil nagkakaputukan na sa paligid.",2,7,False
Pasok ang Pinay writer na si Jennifer Fergesen sa mga nominado ng Journalism-Foodways Category sa prestihiyosong ‘James Beard Foundation Journalism Award’ ngayong taon.,14,14,True
LGUs inutusang magpasa ng ordinansa vs diskriminasyon sa frontliners,5,3,False
"Kaagad na itinanggi ni Police Regional Office 2 (PRO2) acting director, Brig. Gen. Percival Rumbaoa na mga pulis ang umambus at pumatay kay Aparri, Cagayan Vice Mayor Rommel Alameda at sa lima pa niyang tauhan sa Bagabag, Nueva Vizcaya nitong Linggo ng umaga.Gayunman, tumangging isapubliko ni Rumbaoa ang pinagbatayan nito sa kanyang pahayag dahil patuloy pa rin umano ang isinasagawang imbestigasyon sa kaso.Nangako ang opisyal na mabibigyan ng hustisya ang pagkakapaslang sa mga biktima.",6,6,True
Nakahanda na ang Globe para tumulong sa mga residente ng mga lugar kung saan inaasahang mararamdaman ang hagupit ni #Dante.,1,8,False
27 katao sa MM kabilang sa PUIs na binabantayan sa nCoV–DOH,8,8,True
"PHNOM PENH, Cambodia - Isusubasta ni pole vaulter star Ernest John Obiena ang kanyang sapatos na humakot na ng gintong medalya sa mga sinalihang kompetisyon upang matulungan ang mga batang pole vaulter sa Pilipinas na walang maayos na pinag-eensayuhan.",14,1,False
"Unbreak My Heart!' GMA, ABS-CBN, at Viu, sanib-puwersa sa isang collab project",14,14,True
"Kakayanin ng administrasyong Marcos mapababa ang inflation kung tanggalin lang nito ang value-added tax (VAT) at excise tax sa petrolyo, ayon sa IBON Foundation.",0,0,True
NPA inako pagtumba sa kagawad,6,7,False
"Binisita ni Pangulong Ferdinand Marcos, Jr. ang lamay ng pinatay na overseas Filipino worker (OFW) sa Kuwait na si Jullebee Ranara sa Las Piñas City nitong Lunes.",14,6,False
"Inihayag ng Philippine Ports Authority (PPA) na umaabot  sa  83% ang budget utilization rate (BUR) ang  kanilang nagamit noong 2022, pinakamataas sa mga nakaraang taon sa kabila ng mga hamon na dala ng pandemyang COVID.",1,1,True
Tinakluban ng kadiliman ang anim na lugar sa Western Visayas matapos isara ng National Grid Corp. of the Philippines (NGCP) ang linya nito upang ma-protektahan ang kanilang sistema laban sa nasagap nitong ‘disturbance’.,9,1,False
IGINIIT ng asosasyon ng mga online gaming service providers para sa Philippine Offshore Gaming Operators na kahit isa sa mga manggagawang Tsino sa bansa ang tinamaan ng coronavirus disease 2019 (Covid-19).,8,8,True
"Nagpahayag ng kahandaan ang bansang Spain na palawigin ang ibinibigay nitong suporta at tulong sa Pilipinas, partikular sa Bangsamoro Autonomous Region in Muslim Mindanao (BARMM).",13,13,True
"35 days na! Nawawalang Cessna plane sa Isabela, hinahanap pa rin",8,1,False
"Mayor Olivarez, nananawagang patuloy pa ring sumunod minimum public health protocols",8,8,True
"Renewal ng prangkisa ng Dito, ipinagpaliban ng Senado",4,12,False
"Todas ang isang dating pulis at isang drug suspect na kanyang kasabwat sa isinagawang buy-bust operation nitong Huwebes sa Naga City, Camarines Sur.",6,6,True
"28-anyos na architect-engineer, ginahasa, pinatay sa Davao City",6,6,True
"Think-tank, nag-react sa pagtaas ng inflation allowance sa senado: “Dapat lahat ng tao meron”",3,3,True
Politiko may sikretong walwalan sa resto,12,14,False
Romualdez bumigay sa Con-Ass ni Robin,12,12,True
KALABOSO ang anim katao na nag-inuman umano sa pampublikong lugar sa Quezon City kagabi.,6,6,True
"RR Enriquez, walang nakitang mali sa ginawa ni Alex Gonzaga: 'Kapag birthday mo you have the right na magpahid ng cake...'",14,14,True
Mas mabagsik na Omicron variant pasok sa `Pinas,8,8,True
Hindi gagamitin sa isinusulong na Maharlika Investment Fund (MIF) ang pera ng Government Service Insurance System (GSIS).,0,0,True
"Nasugatang Pinoy sa Sudan, ligtas na",8,7,False
Urban poor leader tigok sa tandem,6,6,True
PBBM sasampolan mga kriminal,6,6,True
"Dumulog sa Alfonso Police Station ang biktimang si Manuel Francisco, 63-anyos, ng Barangay Esperanza Ilaya, Alfonso, Cavite para ireklamo at padakip ang stay-in caretaker niya na si Virgilio De Lima.",6,6,True
3 huli sa shabu,6,6,True
UMABOT na sa 301 opisyal ng barangay ang nahaharap sa reklamong kriminal kaugnay ng iba’t ibang anomalya sa pamamahagi ng unang tranche ng Social Amelioration Program.,6,6,True
"Lacuna: Kita ng lungsod, lumalago; mas marami pang proyekto, asahan na",9,0,False
"Barangay gardening, urban farming ng DILG, suportado ni Vargas",12,10,False
Palasyo tiniyak na mananagot si Pimentel sakaling lumabag nga sa health protocols,6,6,True
Suportado ang Commission on Elections (Comelec) sa maagang pagboto para sa mahinang sektor at pagboto sa internet para sa mga botohan sa ibang bansa.,12,5,False
"Pagso-sorry ni Alex Gonzaga, umani ng iba't ibang komento mula sa netizens",14,11,False
MAGLALAGAY umano ng mekanismo ang Kamara de Representantes sa panukalang Bayanihan II upang matiyak na hindi na mauulit ang mga pagkakamali sa pamimigay ng social amelioration program sa Bayanihan I.,5,5,True
ARESTADO ang 27-anyos na lalaki na nagnakaw umano ng shoulder bag ng isang abugado sa bahay nito sa Quezon City kagabi.,6,6,True
Konsehal tinodas sa barangay hall,6,6,True
"Hot topic nina Ogie Diaz, Mama Loi, at Ate Mrena sa kanilang showbiz-oriented vlog na ""Ogie Diaz Showbiz Update"" ang umano'y napipinto nang pamamaalam sa ere ng noontime show na ""Tropang LOL"" o Lunch Out Loud"" produced by Brighlight Productions na umeere sa TV5, Kapamilya Channel, at A2Z.Iyan daw ay ayon sa reliable source ni Ogie. Tsika nito, ang last day of taping nila ay sa Marso 29, at ang last airing naman ay sa Abril 29, ""kung tama raw ang ibinalita"" sa kanila.At paano nabuking? Aksidenteng nakausap daw ng isa sa mga TV host ng Tropang LOL ang dating ""Magandang Buhay"" momshie host na si Karla Estrada, at ibinalita naman ng huli na magbabalik-telebisyon na siya, at ito ay sa TV5.Magbabalik na rin daw sa ere ang patok na ""Face to Face"" na dating hinost nina Tyang Amy Perez at Ateng Gelli De Belen sa TV 5. This time ay makakasama niya ang komedyanteng si Alex Calleja.",14,14,True
"PBBM: 6.4% GDP growth, senyales ng unti-unting pagtigay ng ekonomiya ng PH",0,0,True
Ipinagbabawal pa rin ang pangingisda sa Oriental Mindoro matapos maapektuhan ng oil spill.,9,8,False
2 bulagta sa drug-bust,6,6,True
"Dinakip ng Bureau of Customs (BOC) Port of Clark at Philippine Drug Enforcement Agency (PDEA) ang isang claimant ng isang package na may lamang ₱324,00 na halaga ng shabu na galing Estados Unidos sa ikinasang controlled delivery operation sa Masantol, Pampanga kamakailan.",6,6,True
Kelot binoga sa likod tigok,6,6,True
"Mindoro oil spill cleanup, matatapos na next month -- Malacañang",8,1,False
Nilinaw ng gobyerno na kailangan nang magsuot ng face mask ang drayber at mga pasahero habang nasa loob ng pribadong sasakyan.,8,8,True
"Idineklara ang pinakamataas na Tropical Cyclone Wind Signal No. 5 sa mga lalawigan ng Albay at Camarines Sur sa Bicol Region habang nagbabala ang Philippine Atmospheric, Geophysical and Astronomical Services Administration  sa malaking delubyong idudulot ng Super Typhoon Rolly.",8,8,True
"Simula kahapon hanggang sa Martes, naka-red alert ang Philippine National Police (PNP) para masiguro na magiging mapapaya at maayos ang paggunita ng Undas ngayong taon.",7,7,True
Nagpaliwanag ang Philippine Ports Authority (PPA) sa Senado matapos itong ipatawag ni Senate Public Services Committee chairperson Senator Grace Poe ukol sa umano’y mataas na logistics costs sa mga pantalan na dekada ng problema ng mga truckers.,6,0,False
"Naging kapana-panabik ang finale ng idol survival show ng ABS-CBN na “Dream Maker,” Linggo ng gabi, Pebrero 12, sa Caloocan Sports Complex, kung saan napili na ang pitong “dream chasers” na ilulunsad sa South Korea upang maging bahagi ng bagong global pop group.",14,14,True
"Isang grupo ng mga kabataan mula sa Ramon, Isabela ang hinangaan matapos makagawa ng isang obra gamit ang mga butil ng bigas.Sa panayam ng Balita Online, sinabi ng founder ng grupo na si Giovani Garinga, 30, na binuo niya ang grupong tinawag niyang Rice Art Nation upang magkaroon ng grupo na magtataguyod sa rice arts na tumutukoy sa sining gamit ang butil ng bigas, kung saan mayaman din ang probinsya ng Isabela.Ang nasabing grupo ay binubuo ng 20 mga estudyante at out of school youths na ang edad ay mula 12 hanggang 23 taong gulang.Unang ibinida ang nasabing uri ng sining sa nagdaang Bambanti Festival ng Isabela. Kuwento ni Garinga, habang ginagawa raw nila ito, nakita niya kung gaano kalaki ang dedikasyon ng kaniyang mga miyembro para makalikha ng obra na maipagmamalaki ng kanilang lugar.",14,10,False
Apat na leon sa Barcelona Zoo ang nagpositibo sa coronavirus.,8,8,True
"Walong turista ang nailigtas ng mga tauhan ng Philippine Coast Guard (PCG) matapos ma-stranded sa Badoc Island sa Ilocos Norte nitong Martes, Pebrero 21.",8,8,True
DAPAT umanong mahiya sa kanilang mga sarili ang dumalo sa birthday party ni National Capital Region Police Office Chief Debold Sinas.,12,2,False
Dagdag allowance ng mga guro pinaaapura,5,1,False
"Lacuna: Mandatory use ng facemask sa city hall, sinimulan na",8,8,True
AABOT sa 700 swab test ang masusuri ng Eastern Visayas Regional Medical Center (EVRMC) Molecular Laboratory sa Tacloban City araw-araw kapag naging fully operational na ito.,8,1,False
"OVP, tumulong sa mga pamilyang apektado ng oil spill sa Batangas",9,1,False
"Nakalatag na ang mga paghahanda ng National Capital Regional Police Office (NCRPO) para sa seguridad sa Metro Manila ngayong Kapaskuhan, partikular sa nalalapit na tradisyunal na Simbang Gabi.",7,7,True
"Babae, 3 lalaki huli sa shabu",6,6,True
"Inalmahan ni Joel Mondina alyas ""Pambansang Kolokoy"" ang isang balita tungkol sa kanila ng dating misis na si ""Marites"" kung saan nakasaad sa ulat na matagal na raw alam ng huli na may ka-affair na iba ang una.""It's not new to me anymore. She called and told me about the affair last year,"" sagot daw ni Marites sa panayam sa kaniya.Bagay na hindi naman pinalagpas ni PK at tinawag na ""one-sided"" ang news outlet na nagbalita nito.""…puro ka fake news kasi lagi kang one sided! Bat di mo din kunin side ng iba?! Anong 'affair?' Baka magulat ka pag sinabi kong nag-file na ng UNCONTESTED divorce 'yan beginning year of 2021. Do the math!"" aniya.",14,14,True
"Mindset ba, mindset!' Teknik ng Grade 4 pupil sa 'no erasure' policy sa exam, kinaaliwan",14,14,True
